file,categoryname,price,mass,volume,description
Robot_Servants,Manufactured_Goods,442,.01,2,"@cargo/robot_servants.png@Sie haben die Faehigkeiten eines Dieners, mit einem einfachen Geist und einer transportablen Datenspeichereinheit. Diese Maschinen sind ein wertvolles Zubehoer fuer diejenigen, die zu arm sind oder ethische Bedenken haben, menschliche Bedienstete einzustellen."
Personal_Transport,Manufactured_Goods,1896,.01,42,"@cargo/personal_transport.png@Trotz der groessten Anstrengungen der Regierungen, die Menschen zu ermutigen oeffentliche Verkehrsmittel zu benutzen, nehmen sie lieber private."
IntaTouch,Entertainment/Aera,50,.01,1,"@cargo/cargo-hud.png@Ein fuehlbarer Simulator, der einem Aeraner entspannende Empfindungen liefert."
VirtuArea,Entertainment/Aera,50,.01,1,"@cargo/cargo-hud.png@Ein Wandvorhang, auf den die Illusion des offenen Weltraums projeziert wird."
Books,Entertainment,50,.01,1,"@cargo/cargo-hud.png@Obwohl die Art und Weise der Mitteilungen zahllose Neuerungen ueber ungezaehlte Jahrtausende erlebt hat, gibt es wenig Sachen, die dem Vergleich mit einer gut erzaehlten Geschichte standhalten."
Games,Entertainment,52,.01,1,"@cargo/games.png@Durch die fast endlosen Moeglichkeiten der Bereitstellung fuer Spiele und deren maximiertem Unterhaltungswert, sind interaktive Computerspiele ein Markt fuer hartarbeitende Menschen und geldlose Trauemer. Trotz des Fehlens ihrer finanziellen Resourcen, bringen sie es immer wieder fertig hochqualitative Produkte herzustellen und grosse Fangemeinden zu gewinnen. Diese Fangemeinden koennten theoretisch Unterstuetung fuer die Armen und herruntergekommene Programierer liefern und die Anbieter bezahlen, aber merkwuerdigerweise scheinen sie das nie zu tun."
Holo_Vids,Entertainment,57,.01,1,"@cargo/holovids.png@Geistlose Unterhaltung fuer die Massen. Besonders beliebt unter denen mit keinem bemerkenswertem sozialem Leben. Der Verkaufsschlager dieses Jahres an der Confederation Grenze: 'Wer hat den groessten ...?: Intergalaktische Fantasien XXIV'. Und, wie immer, der Top-Seller in den von den High Born besetzten Gebieten: 'Geburt einer NationII.'"
Rare_Artwork,Entertainment,105,.01,1,"@cargo/rare_artwork.png@Wundervolle Handarbeiten mit fast vergessenen Techniken und wunderbare Kopien der ausnahmsweise gut bekannten Werke. 'Hunde spielen Poker', 'Rlaaner spielen es mit Vertrauen', und Replikate aus der Mitte des 21. Jahrhunderts. Bei irdischen Plastiken gehoeren Essensaufbewahrungseinheiten (Kuehlschraenke ) zu den beliebtesten Gegenstaenden dieser Art."
Erotica,Entertainment,650,.01,3,"@cargo/erotica.png@Wenn du fragen musst, was es ist, zeigt dies letztendlich nur, dass du zu jung bist um es dir zu erzaehlen."
Resistant_biologics,Contraband/Medical,90,.01,1,"@cargo/resistant_biologics.png@Obwohl es einen potentiell legitimen Gebrauch fuer die Forschung gibt, werden diese Krankheistserreger als zu gefaehrlich erachtet um sie zu transportieren, und dass nur weil jemand, der sie benutzen will, sie stehlen koennte."
Illegal_Weapons,Contraband,300,.01,1,"@cargo/hp_weapons.png@obwohl es bizarr zu klingen scheint, durch die lockere Art und Weise der Regierungsgesetze, mit welcher Bewaffnung zivile Schiffe ausgeruestet werden koennen,ist es verboten bestimmte Waffen, so wie thermonukleare Moerser, Jagdkillerdronen und anchadaenische Ringkampfwuermer durch die Zivilisationsgebiete eines jeden bekannten Staates zu transportieren, der diesen Titel verdient. Dies hindert Gruppierungen und Einzellebewesen nicht in ihrem Verlangen solche Geraete zu erwerben."
Pilot,Contraband,760,.01,1,"@cargo/cargo-hud.png@Viele von Euch werden den Piloten des Schiffes hassen, der versucht euer Schiff zu zerstoeren, aber die Vernichtung des Feindschiffes gestattet niemandem nach den interstellaren Gesetzen das Recht den genannten Piloten in die Sklaverei zu verkaufen. Trotz des Gesagtem, rechtfertigen viele eine solche Handlung als Inanspruchnahme einer voellig angemessenen Form der Belohnung. [Note to editors: Do not change name as the code relies on Pilot]"
Slaves,Contraband,750,.01,1,"@cargo/cargo-hud.png@Verboten durch die Aengste, eine Rasse koennte die Vorherrschaft uebernehmen. Unter einer Menge von anderen Gruenden, zeichnet sich oekoinomische Unwirtschaftlichkeit am meisten ab."
Clones,Contraband,720,.01,1,"@cargo/cargo-hud.png@Es ist verboten, Klone als Massenfracht zu transportieren. Jeder Klon muss eine individuelle Reise mit Kabinentarif auf einem zivilem Transporter mit Personenbefoerderungslizenz buchen. Ausnahmen koennen fuer Klone, die noch Embryonen sind, bewilligt werden."
ISO_Propaganda,Contraband/Confed,100,.01,1,"@cargo/cargo-hud.png@Ein guter Teil von ihr ist wahr, einen guten Teil der Zeit, aber alles von ihr ist die ganze Zeit verboten."
ISO_Party_Member,Contraband/Confed,800,.01,1,"@cargo/iso_member.png@Jeder, der im Gebiet der Confederation oeffentlich seine Mitgliedschaft in der  ISO zugibt, hat entweder grossen Mut oder leidet unter grosser Dummheit. Das gleiche, wie auch immer, muss ueber diejenigen gesagt werden, die sich bereit erklaeren, solche Personen durch besagte Gebiete zu transportieren."
Socialist_Worker_Journal,Contraband/Confed,35,.01,1,"@cargo/swj.png@Das Sozialistische Arbeiter Journal ist ein 14-taegliche elektronische Veoeffentlichung, von der man annimmt, das es urspruenglich auf Berkeley im Trotsky System publiziert wird. Das SWJ hebt die Bedeutung des fortschreitenden Sozialismus hervor und beinhaltet auch Kunst und Musik, die von Arbeitern fuer Arbeiter produziert wurde. Dieses Produkt wird offiziell erachtet als 'unbrauchbar, selbst fuer die Aufgabe sich den Hintern abzuwischen.'"
Luddite_Religious_Tracts,Contraband/Confed,100,.01,1,"@cargo/luddite_tracts.png@ISO Propaganda bei sich zu tragen, bringt einen ins Gefaengnis. Luddite Propaganda bei sich zu haben, ausserhalb der Regionen der mehr mitfuehlenden Puristen, gleicht dem, einen Genickschuss zu bekommen."
Escaped_Political_Prisoners,Contraband/Confed,920,.01,1,"@cargo/political_prisoners.png@Sind Sie jetzt, oder waren Sie jemals ein Mitglied der ISO?"
Overeager_Immigrants,Contraband/Confed,160,.01,1,"@cargo/cargo-hud.png@Durch das Inkrafttreten der sogenannten 'Genug ist genug' Gesetzgebung der Confederation, ist es illegal Individuen zu transportieren, deren angegebene Absicht es ist, sich auf einem Planeten niederzulassen, von dem behauptet wird, schon seine maximal gewuenschte Bevoelkerungsdichte erreicht zu haben. Dadurch, dass viele dieses Gesetzgebungspaket in Verruf gebracht haben als beides, idiotisch und undurchfuehrbar, haben sich Verhandlungen ueber dieses Gestz ueber Jahre hingezogen. Die Stimmen der Koalition aus Puristen,den High Borns,den Shapern und verschiedenen kleineren Fraktionen ueberwogen am Ende die Stimmen der Opposition der Andolians und der Merchants. Die Unadorned beteiligten sich nicht an der Diskussion."
ICBINF,Contraband/Rlaan,80,.01,1,"@cargo/cargo-hud.png@Original entwickelt als ein billiges, erneuerbares und umweltfreundliches Kuehlmittel, aber es wurde herrausgefunden, dass es bei den Rlaanern ausnahmslos Krebs im Endstadium verursacht."
Zhollus,Contraband/Rlaan,80,.01,1,"@cargo/cargo-hud.png@Eine pflanzenaehnliche Lebensform, die ausnahmsweise schmackhaft fuer die Rlaaner ist, aber ist sie ausnahmslos verheerend fuer ein fuer die Rlaaner freundliches Oekosystem."
RetrifiedSalt,Contraband/Aera,80,.01,1,"@cargo/cargo-hud.png@Die Ueberreste einer salzigen Verbrennung. Verboten im Raum der Aeraner durch die Kombination aus einer kulturellen Verachtung fuer einige und dem Widerwillen ein altes Gesetz aus den Buechern zu streichen."
AeraNerveStimuli,Contraband/Aera,80,.01,1,"@cargo/cargo-hud.png@Haben sie je einen aeranischen Krampfanfall gesehen, der in etwa aussieht wie einenMischung aus einem epileptischen Anfall und einem Orgasmus? Gib ihm etwas von diesem Zeug und lehn dich zurueck. Weit zurueck. Am besten hinter eine Absperrrung, weil wenn der genannte Aeraner anfaengt wegen der durch die Einnahme eingeleiteten Anfaelle wie ein Berserker zu toben, koenntest du  ueberleben, um diese Geschichte zu erzaehlen."
